1,addb_Eb_Gb,1,0,0,,,
1,addl_Ed_Gd,1,0,1,0,,
1,addb_Gb_Eb,1,0,2,,,
1,addl_Gd_Ed,1,0,3,,,
1,addb_AL_Ib,1,0,4,,,
1,addl_EAX_Id,1,0,5,,,
1,pushl_ES,1,0,6,,,
1,popl_ES,1,0,7,,,
1,orb_Eb_Gb,1,0,8,,,
1,orl_Ed_Gd,1,0,9,,,
1,orb_Gb_Eb,1,0,10,,,
1,orl_Gd_Ed,1,0,11,,,
1,orb_AL_Ib,1,0,12,,,
1,orl_EAX_Id,1,0,13,,,
1,pushl_CS,1,0,14,,,
1,sldt,1,0,15,0,0,
1,str,1,0,15,0,8,
1,lldt,1,0,15,0,16,
1,ltr,1,0,15,0,24,
1,verr,1,0,15,0,32,
1,verw,1,0,15,0,40,
1,sgdt,1,0,15,1,0,
1,sidt,1,0,15,1,8,
1,lgdt,1,0,15,1,16,
1,lidt,1,0,15,1,24,
1,smsw_Ew,1,0,15,1,32,
1,lmsw_Ew,1,0,15,1,48,
2,invlpg,1,0,15,1,56,
1,swapgs,1,0,15,1,248,
1,larl_Gd_Ew,1,0,15,2,0,
1,lsll_Gd_Ew,1,0,15,3,0,
2,invd,1,0,15,8,,
2,wbinvd,1,0,15,9,,
1,ud2a,1,0,15,11,,
1,movl_Rd_Cd,1,0,15,32,0,
1,movq_Rq_Cq,1,0,15,32,1,
1,movl_Rd_Dd,1,0,15,33,0,
1,movq_Rq_Dq,1,0,15,33,1,
1,movl_Cd_Rd,1,0,15,34,0,
1,movq_Cq_Rq,1,0,15,34,1,
1,movl_Dd_Rd,1,0,15,35,0,
1,movq_Dq_Rq,1,0,15,35,1,
1,movl_Rd_Td,1,0,15,36,0,
1,movl_Td_Rd,1,0,15,38,,
1,movd_Pq_Ed,1,0,15,110,,
1,jo_Jd,1,0,15,128,,
1,jno_Jd,1,0,15,129,,
1,jb_Jd,1,0,15,130,,
1,jnb_Jd,1,0,15,131,,
1,jz_Jd,1,0,15,132,,
1,jnz_Jd,1,0,15,133,,
1,jbe_Jd,1,0,15,134,,
1,jnbe_Jd,1,0,15,135,,
1,js_Jd,1,0,15,136,,
1,jns_Jd,1,0,15,137,,
1,jp_Jd,1,0,15,138,,
1,jnp_Jd,1,0,15,139,,
1,jl_Jd,1,0,15,140,,
1,jnl_Jd,1,0,15,141,,
1,jle_Jd,1,0,15,142,,
1,jnle_Jd,1,0,15,143,,
1,seto_Eb,1,0,15,144,,
1,setno_Eb,1,0,15,145,,
1,setb_Eb,1,0,15,146,,
1,setnb_Eb,1,0,15,147,,
1,setz_Eb,1,0,15,148,,
1,setnz_Eb,1,0,15,149,,
1,setbe_Eb,1,0,15,150,,
1,setnbe_Eb,1,0,15,151,,
1,sets_Eb,1,0,15,152,,
1,setns_Eb,1,0,15,153,,
1,setp_Eb,1,0,15,154,,
1,setnp_Eb,1,0,15,155,,
1,setl_Eb,1,0,15,156,,
1,setnl_Eb,1,0,15,157,,
1,setle_Eb,1,0,15,158,,
1,setnle_Eb,1,0,15,159,,
1,pushl_FS,1,0,15,160,0,
1,pushq_FS,1,0,15,160,1,
1,popl_FS,1,0,15,161,0,
1,popq_FS,1,0,15,161,1,
2,cpuid,1,1,15,162,,
1,btl_Ed_Gd,1,1,15,163,,
1,shldl_Ed_Gd_Ib,1,0,15,164,,
1,shldl_Ed_Gd_CL,1,0,15,165,,
1,pushl_GS,1,0,15,168,0,
1,pushq_GS,1,0,15,168,1,
1,popl_GS,1,0,15,169,0,
1,popq_GS,1,0,15,169,1,
1,rsm,1,0,15,170,,
1,btsl_Ed_Gd,1,1,15,171,,
1,shrdl_Ed_Gd_Ib,1,0,15,172,,
1,shrdl_Ed_Gd_CL,1,1,15,173,,
1,imull_Gd_Ed,1,0,15,175,,
1,cmpxchgb_Eb_Gb,1,1,15,176,,
1,cmpxchgl_Ed_Gd,1,1,15,177,,
1,lssl_Gd_Mp,1,0,15,178,,
1,btrl_Ed_Gd,1,1,15,179,,
1,lfsl_Gd_Mp,1,0,15,180,,
1,lgsl_Gd_Mp,1,0,15,181,,
1,movzbl_Gd_Eb,1,0,15,182,,
1,movzwl_Gd_Ew,1,0,15,183,,
1,ud2b,1,0,15,185,0,
1,btl_Ed_Ib,1,0,15,186,32,
1,btsl_Ed_Ib,1,0,15,186,40,
1,btrl_Ed_Ib,1,0,15,186,48,
1,btcl_Ed_Ib,1,0,15,186,56,
1,btcl_Ed_Gd,1,1,15,187,,
1,movsbl_Gd_Eb,1,0,15,190,,
1,movswl_Gd_Ew,1,0,15,191,,
2,xaddb_Eb_Gb,1,1,15,192,,
2,xaddl_Ed_Gd,1,1,15,193,,
1,vmptrld_Mq,1,0,15,199,48,
1,bswapl_ERX,1,0,15,200,,
1,adcb_Eb_Gb,1,0,16,,,
1,adcl_Ed_Gd,1,0,17,,,
1,adcb_Gb_Eb,1,0,18,,,
1,adcl_Gd_Ed,1,0,19,,,
1,adcb_AL_Ib,1,0,20,,,
1,adcl_EAX_Id,1,0,21,,,
1,pushl_SS,1,0,22,,,
1,popl_SS,1,0,23,,,
1,sbbb_Eb_Gb,1,0,24,,,
1,sbbl_Ed_Gd,1,0,25,,,
1,sbbb_Gb_Eb,1,0,26,,,
1,sbbl_Gd_Ed,1,0,27,,,
1,sbbb_AL_Ib,1,0,28,,,
1,sbbl_EAX_Id,1,0,29,,,
1,pushl_DS,1,0,30,,,
1,popl_DS,1,0,31,,,
1,andb_Eb_Gb,1,0,32,,,
1,andl_Ed_Gd,1,0,33,,,
1,andb_Gb_Eb,1,0,34,,,
1,andl_Gd_Ed,1,0,35,,,
1,andb_AL_Ib,1,0,36,,,
1,andl_EAX_Id,1,0,37,,,
1,daa,1,0,39,,,
1,subb_Eb_Gb,1,0,40,,,
1,subl_Ed_Gd,1,0,41,,,
1,subb_Gb_Eb,1,0,42,,,
1,subl_Gd_Ed,1,0,43,,,
1,subb_AL_Ib,1,0,44,,,
1,subl_EAX_Id,1,0,45,,,
1,das,1,0,47,,,
1,xorb_Eb_Gb,1,0,48,,,
1,xorl_Ed_Gd,1,0,49,,,
1,xorb_Gb_Eb,1,0,50,,,
1,xorl_Gd_Ed,1,0,51,,,
1,xorb_AL_Ib,1,0,52,,,
1,xorl_EAX_Id,1,0,53,,,
1,aaa,1,0,55,,,
1,cmpb_Eb_Gb,1,0,56,,,
1,cmpl_Ed_Gd,1,0,57,,,
1,cmpb_Gb_Eb,1,0,58,,,
1,cmpl_Gd_Ed,1,0,59,,,
1,cmpb_AL_Ib,1,0,60,,,
1,cmpl_EAX_Id,1,0,61,,,
1,aas,1,0,63,,,
1,incl_ERX,1,0,64,,,
1,addq_Eq_Gq,1,0,72,1,,
1,addq_Gq_Eq,1,0,72,3,,
1,addq_RAX_sId,1,0,72,5,,
1,orq_Eq_Gq,1,0,72,9,,
1,orq_Gq_Eq,1,0,72,11,,
1,orq_RAX_sId,1,0,72,13,,
1,larq_Gq_Ew,1,0,72,15,2,0
1,lslq_Gq_Ew,1,0,72,15,3,0
1,movq_Pq_Eq,1,0,72,15,110,
1,btq_Eq_Gq,1,1,72,15,163,
1,shldq_Eq_Gq_Ib,1,0,72,15,164,
1,shldq_Eq_Gq_CL,1,0,72,15,165,
