Instruction,Feature,UIS,Complex,1995-win95,1996-win95+slack3.0,1997-win95+slack3.0,1998-win98+slack3.0,1999-win98+slack3.0,2000-win98+rhat7.0,2001-winxp+rhat7.0,2002-winxp+rhat7.0,2003-winxp+rhat7.0,2004-winxp+ubu4.10,2005-winxp+ubu4.10,2006-winxp+ubu6.10,2007-vista+ubu7.10,2008-vista+ubu8.10,2009-win7+ubu9.10,2010-win7+ubu10.10,2011-win7+ubu10.10,2012-win7+ubu12.10,1995-win95,1996-win95+slack3.0,1997-win95+slack3.0,1998-win98+slack3.0,1999-win98+slack3.0,2000-win98+slack3.0,2001-winxp+slack3.0,2002-winxp+slack3.0,2003-winxp+slack3.0,2004-winxp+ubu4.10,2005-winxp+ubu4.10,2006-winxp+ubu4.10,2007-vista+ubu7.10,2008-vista+ubu8.10,2009-win7+ubu9.10,2010-win7+ubu9.10,2011-win7+ubu9.10,2012-win7+ubu12.10
rcpps_Vps_Wps,SSE,0x0f 0x53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
andps_Vps_Wps,SSE,0x0f 0x54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
andnps_Vps_Wps,SSE,0x0f 0x55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
orps_Vps_Wps,SSE,0x0f 0x56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
xorps_Vps_Wps,SSE,0x0f 0x57,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
addps_Vps_Wps,SSE,0x0f 0x58,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
mulps_Vps_Wps,SSE,0x0f 0x59,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cvtps2pd_Vpd_Wps,SSE2,0x0f 0x5a,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
cvtdq2ps_Vps_Wdq,SSE2,0x0f 0x5b,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
subps_Vps_Wps,SSE,0x0f 0x5c,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
minps_Vps_Wps,SSE,0x0f 0x5d,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
divps_Vps_Wps,SSE,0x0f 0x5e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
maxps_Vps_Wps,SSE,0x0f 0x5f,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
punpcklbw_Pq_Qd,Pentium2+MMX,0x0f 0x60,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
punpcklwd_Pq_Qd,Pentium2+MMX,0x0f 0x61,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
punpckldq_Pq_Qd,Pentium2+MMX,0x0f 0x62,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
packsswb_Pq_Qq,Pentium2+MMX,0x0f 0x63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pcmpgtb_Pq_Qq,Pentium2+MMX,0x0f 0x64,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
pcmpgtw_Pq_Qq,Pentium2+MMX,0x0f 0x65,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
pcmpgtd_Pq_Qq,Pentium2+MMX,0x0f 0x66,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
packuswb_Pq_Qq,Pentium2+MMX,0x0f 0x67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
punpckhbw_Pq_Qq,Pentium2+MMX,0x0f 0x68,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
punpckhwd_Pq_Qq,Pentium2+MMX,0x0f 0x69,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
punpckhdq_Pq_Qq,Pentium2+MMX,0x0f 0x6a,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
packssdw_Pq_Qq,Pentium2+MMX,0x0f 0x6b,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
movd_Pq_Ed,80386+,0x0f 0x6e,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
movq_Pq_Qq,SSE2,0x0f 0x6f,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
pshufw_Pq_Qq_Ib,SSE2,0x0f 0x70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
psrlw_Nq_Ib,Pentium2+MMX,0x0f 0x71 0x10,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
psraw_Nq_Ib,Pentium2+MMX,0x0f 0x71 0x20,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
psllw_Nq_Ib,Pentium2+MMX,0x0f 0x71 0x30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
psrld_Nq_Ib,SSE2,0x0f 0x72 0x10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
psrad_Nq_Ib,SSE2,0x0f 0x72 0x20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
pslld_Nq_Ib,SSE2,0x0f 0x72 0x30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
psrlq_Nq_Ib,SSE2,0x0f 0x73 0x10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
psllq_Nq_Ib,SSE2,0x0f 0x73 0x30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
pcmpeqb_Pq_Qq,Pentium2+MMX,0x0f 0x74,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
pcmpeqw_Pq_Qq,Pentium2+MMX,0x0f 0x75,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
pcmpeqd_Pq_Qq,Pentium2+MMX,0x0f 0x76,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
emms,AVX,0x0f 0x77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
movd_Ed_Pq,SSE2,0x0f 0x7e 0x00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
movq_Qq_Pq,SSE2,0x0f 0x7f,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jo_Jd,80386+,0x0f 0x80,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jno_Jd,80386+,0x0f 0x81,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jb_Jd,80386+,0x0f 0x82,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
jnb_Jd,80386+,0x0f 0x83,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jz_Jd,80386+,0x0f 0x84,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jnz_Jd,80386+,0x0f 0x85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jbe_Jd,80386+,0x0f 0x86,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
jnbe_Jd,80386+,0x0f 0x87,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
js_Jd,80386+,0x0f 0x88,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
jns_Jd,80386+,0x0f 0x89,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
