1,addb_Eb_Gb,1,0,0,,,
1,addl_Ed_Gd,1,0,1,0,,
12,decl_ERX,1,0,1,1,,
1,addb_Gb_Eb,1,0,2,,,
1,addl_Gd_Ed,1,0,3,,,
1,addb_AL_Ib,1,0,4,,,
1,addl_EAX_Id,1,0,5,,,
1,pushl_ES,1,0,6,,,
1,popl_ES,1,0,7,,,
1,orb_Eb_Gb,1,0,8,,,
1,orl_Ed_Gd,1,0,9,,,
1,orb_Gb_Eb,1,0,10,,,
1,orl_Gd_Ed,1,0,11,,,
1,orb_AL_Ib,1,0,12,,,
1,orl_EAX_Id,1,0,13,,,
1,pushl_CS,1,0,14,,,
1,sldt,1,0,15,0,0,
1,str,1,0,15,0,8,
1,lldt,1,0,15,0,16,
1,ltr,1,0,15,0,24,
1,verr,1,0,15,0,32,
1,verw,1,0,15,0,40,
1,sgdt,1,0,15,1,0,
1,sidt,1,0,15,1,8,
1,lgdt,1,0,15,1,16,
1,lidt,1,0,15,1,24,
1,smsw_Ew,1,0,15,1,32,
1,lmsw_Ew,1,0,15,1,48,
2,invlpg,1,0,15,1,56,
7,vmcall,1,0,15,1,193,
7,vmlaunch,1,0,15,1,194,
7,vmresume,1,0,15,1,195,
7,vmxoff,1,0,15,1,196,
7,monitor,1,0,15,1,200,
7,mwait,1,0,15,1,201,
10,xgetbv,1,1,15,1,208,
10,xsetbv,1,0,15,1,209,
1,swapgs,1,0,15,1,248,
11,rdtscp,1,0,15,1,249,
1,larl_Gd_Ew,1,0,15,2,0,
1,lsll_Gd_Ew,1,0,15,3,0,
3,syscall,1,0,15,5,,
3,clts,1,0,15,6,,
3,sysret,1,0,15,7,,
2,invd,1,0,15,8,,
2,wbinvd,1,0,15,9,,
1,ud2a,1,0,15,11,,
6,movups_Vps_Wps,1,0,15,16,,
6,movups_Wps_Vps,1,0,15,17,,
5,movlps_Vps_Mq,1,0,15,18,0,
5,movhlps_Vps_Udq,1,0,15,18,192,
5,movlps_Mq_Vps,1,0,15,19,,
5,unpcklps_Vps_Wps,1,0,15,20,,
5,unpckhps_Vps_Wps,1,0,15,21,,
5,movhps_Vps_Mq,1,0,15,22,0,
5,movlhps_Vps_Udq,1,0,15,22,192,
5,movhps_Mq_Vps,1,0,15,23,,
7,prefetchnta,1,0,15,24,0,
7,prefetcht0,1,0,15,24,8,
7,prefetcht1,1,0,15,24,16,
7,prefetcht2,1,0,15,24,24,
7,prefetch_hint,1,0,15,24,32,
3,multibyte_nop,1,0,15,25,,
1,movl_Rd_Cd,1,0,15,32,0,
1,movq_Rq_Cq,1,0,15,32,1,
1,movl_Rd_Dd,1,0,15,33,0,
1,movq_Rq_Dq,1,0,15,33,1,
1,movl_Cd_Rd,1,0,15,34,0,
1,movq_Cq_Rq,1,0,15,34,1,
1,movl_Dd_Rd,1,0,15,35,0,
1,movq_Dq_Rq,1,0,15,35,1,
1,movl_Rd_Td,1,0,15,36,0,
1,movl_Td_Rd,1,0,15,38,,
5,movaps_Vps_Wps,1,0,15,40,,
5,movaps_Wps_Vps,1,0,15,41,,
6,cvtpi2ps_Vps_Qq,1,0,15,42,,
5,movntps_Mps_Vps,1,0,15,43,,
6,cvttps2pi_Pq_Wps,1,0,15,44,,
6,cvtps2pi_Pq_Wps,1,0,15,45,,
5,ucomiss_Vss_Wss,1,0,15,46,,
5,comiss_Vss_Wss,1,0,15,47,,
3,wrmsr,1,0,15,48,,
3,rdtsc,1,1,15,49,,
3,rdmsr,1,0,15,50,,
3,rdpmc,1,1,15,51,,
4,sysenter,1,0,15,52,,
4,sysexit,1,0,15,53,,
8,getsec,1,0,15,55,,
8,pshufb_Pq_Qq,1,0,15,56,0,
8,phaddw_Pq_Qq,1,0,15,56,1,
8,phaddd_Pq_Qq,1,0,15,56,2,
8,phaddsw_Pq_Qq,1,0,15,56,3,
8,pmaddubsw_Pq_Qq,1,0,15,56,4,
8,phsubw_Pq_Qq,1,0,15,56,5,
8,phsubd_Pq_Qq,1,0,15,56,6,
8,phsubsw_Pq_Qq,1,0,15,56,7,
8,psignb_Pq_Qq,1,0,15,56,8,
8,psignw_Pq_Qq,1,0,15,56,9,
8,psignd_Pq_Qq,1,0,15,56,10,
8,pmulhrsw_Pq_Qq,1,0,15,56,11,
8,pabsb_Pq_Qq,1,0,15,56,28,
8,pabsw_Pq_Qq,1,0,15,56,29,
8,pabsd_Pq_Qq,1,0,15,56,30,
10,movbe_Gd_Md,1,0,15,56,240,
10,movbe_Md_Gd,1,0,15,56,241,195
8,palignr_Pq_Qq_Ib,1,0,15,58,15,
3,cmovol_Gd_Ed,1,0,15,64,,
3,cmovnol_Gd_Ed,1,0,15,65,,
3,cmovcl_Gd_Ed,1,0,15,66,,
3,cmovncl_Gd_Ed,1,0,15,67,,
3,cmovzl_Gd_Ed,1,0,15,68,,
3,cmovnzl_Gd_Ed,1,0,15,69,,
3,cmovnal_Gd_Ed,1,0,15,70,,
3,cmoval_Gd_Ed,1,0,15,71,,
3,cmovsl_Gd_Ed,1,0,15,72,,
3,cmovnsl_Gd_Ed,1,0,15,73,,
3,cmovpl_Gd_Ed,1,0,15,74,,
3,cmovnpl_Gd_Ed,1,0,15,75,,
3,cmovll_Gd_Ed,1,0,15,76,,
3,cmovnll_Gd_Ed,1,0,15,77,,
3,cmovngl_Gd_Ed,1,0,15,78,,
3,cmovgl_Gd_Ed,1,0,15,79,,
5,movmskps_Gd_Ups,1,0,15,80,,
5,sqrtps_Vps_Wps,1,0,15,81,,
5,rsqrtps_Vps_Wps,1,0,15,82,,
5,rcpps_Vps_Wps,1,0,15,83,,
5,andps_Vps_Wps,1,0,15,84,,
5,andnps_Vps_Wps,1,0,15,85,,
5,orps_Vps_Wps,1,0,15,86,,
5,xorps_Vps_Wps,1,0,15,87,,
5,addps_Vps_Wps,1,0,15,88,,
5,mulps_Vps_Wps,1,0,15,89,,
6,cvtps2pd_Vpd_Wps,1,0,15,90,,
6,cvtdq2ps_Vps_Wdq,1,0,15,91,,
5,subps_Vps_Wps,1,0,15,92,,
5,minps_Vps_Wps,1,0,15,93,,
5,divps_Vps_Wps,1,1,15,94,,
5,maxps_Vps_Wps,1,0,15,95,,
4,punpcklbw_Pq_Qd,1,0,15,96,,
4,punpcklwd_Pq_Qd,1,0,15,97,,
4,punpckldq_Pq_Qd,1,0,15,98,,
4,packsswb_Pq_Qq,1,0,15,99,,
4,pcmpgtb_Pq_Qq,1,0,15,100,,
4,pcmpgtw_Pq_Qq,1,0,15,101,,
4,pcmpgtd_Pq_Qq,1,0,15,102,,
4,packuswb_Pq_Qq,1,0,15,103,,
4,punpckhbw_Pq_Qq,1,0,15,104,,
4,punpckhwd_Pq_Qq,1,0,15,105,,
4,punpckhdq_Pq_Qq,1,0,15,106,,
4,packssdw_Pq_Qq,1,0,15,107,,
1,movd_Pq_Ed,1,0,15,110,,
6,movq_Pq_Qq,1,0,15,111,,
6,pshufw_Pq_Qq_Ib,1,0,15,112,,
4,psrlw_Nq_Ib,1,0,15,113,16,
4,psraw_Nq_Ib,1,0,15,113,32,
4,psllw_Nq_Ib,1,0,15,113,48,
6,psrld_Nq_Ib,1,0,15,114,16,
6,psrad_Nq_Ib,1,0,15,114,32,
